"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","p_adj"
"GO:0032461",0.560084036394941,0.999999999999981,1,1,"positive regulation of protein oligomerization","BP",1
"GO:0045646",0.560084036394941,0.999999999999981,1,1,"regulation of erythrocyte differentiation","BP",1
"GO:0045648",0.560084036394941,0.999999999999981,1,1,"positive regulation of erythrocyte differentiation","BP",1
"GO:0070169",0.560084036394941,0.999999999999981,1,1,"positive regulation of biomineral tissue development","BP",1
"GO:0006119",0.560150595886801,0.651320412344488,8,14,"oxidative phosphorylation","BP",1
"GO:0036314",0.56020069481209,0.770478554045212,3,5,"response to sterol","BP",1
"GO:0007595",0.560215738532296,0.842834589320107,2,3,"lactation","BP",1
"GO:0051152",0.560235234248575,0.842823157359704,2,3,"positive regulation of smooth muscle cell differentiation","BP",1
"GO:0006475",0.560237719952171,0.770450524369543,3,5,"internal protein amino acid acetylation","BP",1
"GO:0016573",0.560237719952171,0.770450524369543,3,5,"histone acetylation","BP",1
"GO:0018393",0.560237719952171,0.770450524369543,3,5,"internal peptidyl-lysine acetylation","BP",1
"GO:0050673",0.560240266097785,0.603451451097631,13,24,"epithelial cell proliferation","BP",1
"GO:0006081",0.560419521176586,0.770312860113172,3,5,"cellular aldehyde metabolic process","BP",1
"GO:0051251",0.56056263093733,0.60313697854867,13,24,"positive regulation of lymphocyte activation","BP",1
"GO:1900003",0.56074585137054,1.00000000000002,1,1,"regulation of serine-type endopeptidase activity","BP",1
"GO:1900004",0.56074585137054,1.00000000000002,1,1,"negative regulation of serine-type endopeptidase activity","BP",1
"GO:1902571",0.56074585137054,1.00000000000002,1,1,"regulation of serine-type peptidase activity","BP",1
"GO:1902572",0.56074585137054,1.00000000000002,1,1,"negative regulation of serine-type peptidase activity","BP",1
"GO:0017014",0.560796769066506,0.999999999999992,1,1,"protein nitrosylation","BP",1
"GO:0018119",0.560796769066506,0.999999999999992,1,1,"peptidyl-cysteine S-nitrosylation","BP",1
"GO:0032119",0.560796769066506,0.999999999999992,1,1,"sequestering of zinc ion","BP",1
"GO:0051238",0.560796769066506,0.999999999999992,1,1,"sequestering of metal ion","BP",1
"GO:0070486",0.560796769066506,0.999999999999992,1,1,"leukocyte aggregation","BP",1
"GO:0070488",0.560796769066506,0.999999999999992,1,1,"neutrophil aggregation","BP",1
"GO:0033189",0.56083214984866,0.842472843715445,2,3,"response to vitamin A","BP",1
"GO:0048813",0.561048701481409,0.769836010540309,3,5,"dendrite morphogenesis","BP",1
"GO:2000279",0.561433353574294,0.842119440396829,2,3,"negative regulation of DNA biosynthetic process","BP",1
"GO:0007188",0.561455601565116,0.769527278310343,3,5,"adenylate cyclase-modulating G protein-coupled receptor signaling pathway","BP",1
"GO:1901655",0.561555213024436,0.769451657373259,3,5,"cellular response to ketone","BP",1
"GO:0016331",0.561816165153975,0.769253475717632,3,5,"morphogenesis of embryonic epithelium","BP",1
"GO:0002070",0.561993665660766,0.841789555506257,2,3,"epithelial cell maturation","BP",1
"GO:1904037",0.562005928023174,0.841782330411917,2,3,"positive regulation of epithelial cell apoptotic process","BP",1
"GO:2000353",0.562005928023174,0.841782330411917,2,3,"positive regulation of endothelial cell apoptotic process","BP",1
"GO:0034764",0.562174389763062,0.725094275987353,4,7,"positive regulation of transmembrane transport","BP",1
"GO:0045109",0.562239955096822,0.841644393514486,2,3,"intermediate filament organization","BP",1
"GO:0050773",0.562525013145011,0.724799933607688,4,7,"regulation of dendrite development","BP",1
"GO:0048844",0.56259914497498,0.768658163129863,3,5,"artery morphogenesis","BP",1
"GO:0000271",0.56261757199583,0.76864414057309,3,5,"polysaccharide biosynthetic process","BP",1
"GO:0005978",0.56261757199583,0.76864414057309,3,5,"glycogen biosynthetic process","BP",1
"GO:0009250",0.56261757199583,0.76864414057309,3,5,"glucan biosynthetic process","BP",1
"GO:0007035",0.562692045096606,0.841377681137128,2,3,"vacuolar acidification","BP",1
"GO:0007042",0.562692045096606,0.841377681137128,2,3,"lysosomal lumen acidification","BP",1
"GO:0035751",0.562692045096606,0.841377681137128,2,3,"regulation of lysosomal lumen pH","BP",1
"GO:0048388",0.562692045096606,0.841377681137128,2,3,"endosomal lumen acidification","BP",1
"GO:0030500",0.562703786053048,0.841370750154768,2,3,"regulation of bone mineralization","BP",1
"GO:0070167",0.562703786053048,0.841370750154768,2,3,"regulation of biomineral tissue development","BP",1
"GO:0061951",0.562808974535746,0.84130864489896,2,3,"establishment of protein localization to plasma membrane","BP",1
"GO:0045577",0.562877232135021,0.841268334852544,2,3,"regulation of B cell differentiation","BP",1
"GO:0034660",0.562961459230068,0.547015032929277,30,56,"ncRNA metabolic process","BP",1
"GO:0045666",0.563038327844498,0.768323801994902,3,5,"positive regulation of neuron differentiation","BP",1
"GO:0001578",0.563076521305732,0.768294709269875,3,5,"microtubule bundle formation","BP",1
"GO:0034605",0.563102068691657,0.768275247967494,3,5,"cellular response to heat","BP",1
"GO:0001825",0.563375628343084,0.768066790011983,3,5,"blastocyst formation","BP",1
"GO:0032735",0.563494838217087,0.767975910954346,3,5,"positive regulation of interleukin-12 production","BP",1
"GO:0043112",0.56359797020064,0.767897269818009,3,5,"receptor metabolic process","BP",1
"GO:0048145",0.563656225761949,0.767852840475136,3,5,"regulation of fibroblast proliferation","BP",1
"GO:0070198",0.563847311014258,0.8406946400117,2,3,"protein localization to chromosome, telomeric region","BP",1
"GO:1990403",0.563859991665055,0.840687130803302,2,3,"embryonic brain development","BP",1
"GO:0022406",0.563982872855104,0.76760361479543,3,5,"membrane docking","BP",1
"GO:0140056",0.563982872855104,0.76760361479543,3,5,"organelle localization by membrane tethering","BP",1
"GO:0090114",0.564084413069969,0.840554190526781,2,3,"COPII-coated vesicle budding","BP",1
"GO:0098739",0.564195357098245,0.723395066655564,4,7,"import across plasma membrane","BP",1
"GO:1904036",0.564308851102312,0.7673547231259,3,5,"negative regulation of epithelial cell apoptotic process","BP",1
"GO:0009642",0.564574050804738,0.999999999999979,1,1,"response to light intensity","BP",1
"GO:0071385",0.564574050804738,0.999999999999979,1,1,"cellular response to glucocorticoid stimulus","BP",1
"GO:0014812",0.56479477263859,0.766983383906221,3,5,"muscle cell migration","BP",1
"GO:0014909",0.56479477263859,0.766983383906221,3,5,"smooth muscle cell migration","BP",1
"GO:0051224",0.565031880749251,0.766802044525758,3,5,"negative regulation of protein transport","BP",1
"GO:0014009",0.565071409011364,0.766771804375757,3,5,"glial cell proliferation","BP",1
"GO:0033198",0.565253951466356,0.839860080472556,2,3,"response to ATP","BP",1
"GO:0033363",0.565472075330333,0.839730382040164,2,3,"secretory granule organization","BP",1
"GO:0031529",0.565536648788382,0.766415688581634,3,5,"ruffle organization","BP",1
"GO:0016079",0.565738846704005,0.766260804780647,3,5,"synaptic vesicle exocytosis","BP",1
"GO:0051588",0.565738846704034,0.766260804780581,3,5,"regulation of neurotransmitter transport","BP",1
"GO:0061180",0.565853046992705,0.839503668515952,2,3,"mammary gland epithelium development","BP",1
"GO:0051898",0.56634026625216,0.765799714289929,3,5,"negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","BP",1
"GO:0007229",0.566443575514631,0.765720449464751,3,5,"integrin-mediated signaling pathway","BP",1
"GO:0001101",0.566517252074387,0.765663909682082,3,5,"response to acid chemical","BP",1
"GO:0071229",0.566517252074387,0.765663909682082,3,5,"cellular response to acid chemical","BP",1
"GO:0051145",0.566523160667759,0.765659375003944,3,5,"smooth muscle cell differentiation","BP",1
"GO:0039532",0.566624282886537,0.765581757532895,3,5,"negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway","BP",1
"GO:0050687",0.566624282886537,0.765581757532895,3,5,"negative regulation of defense response to virus","BP",1
"GO:1990542",0.566764362410583,0.838960398649128,2,3,"mitochondrial transmembrane transport","BP",1
"GO:0035337",0.566868784267262,0.83889806288206,2,3,"fatty-acyl-CoA metabolic process","BP",1
"GO:0033866",0.566927792664724,0.765348692760865,3,5,"nucleoside bisphosphate biosynthetic process","BP",1
"GO:0034030",0.566927792664724,0.765348692760865,3,5,"ribonucleoside bisphosphate biosynthetic process","BP",1
"GO:0034033",0.566927792664724,0.765348692760865,3,5,"purine nucleoside bisphosphate biosynthetic process","BP",1
"GO:0035384",0.566927792664724,0.765348692760865,3,5,"thioester biosynthetic process","BP",1
"GO:0071616",0.566927792664724,0.765348692760865,3,5,"acyl-CoA biosynthetic process","BP",1
"GO:0006383",0.566942367830015,0.765337496638951,3,5,"transcription by RNA polymerase III","BP",1
"GO:0002694",0.567029206942138,0.557321915921943,23,43,"regulation of leukocyte activation","BP",1
"GO:0010559",0.567205728999072,0.765135130837758,3,5,"regulation of glycoprotein biosynthetic process","BP",1
"GO:0031113",0.567400235482557,0.838580533085267,2,3,"regulation of microtubule polymerization","BP",1
"GO:0007584",0.567614262303599,0.764820985828572,3,5,"response to nutrient","BP",1
"GO:0043254",0.567872846991917,0.589833346606334,14,26,"regulation of protein-containing complex assembly","BP",1
"GO:1902570",0.567967256422643,0.764549323222967,3,5,"protein localization to nucleolus","BP",1
"GO:0006473",0.568082181468563,0.720109017826968,4,7,"protein acetylation","BP",1
"GO:0043543",0.568082181468563,0.720109017826968,4,7,"protein acylation","BP",1
"GO:0051591",0.568127370986092,0.76442603101945,3,5,"response to cAMP","BP",1
"GO:0045066",0.568165621924128,0.838122425841001,2,3,"regulatory T cell differentiation","BP",1
"GO:0045589",0.568165621924128,0.838122425841001,2,3,"regulation of regulatory T cell differentiation","BP",1
"GO:0045591",0.568165621924128,0.838122425841001,2,3,"positive regulation of regulatory T cell differentiation","BP",1
"GO:0010712",0.568189930200425,0.838107860971882,2,3,"regulation of collagen metabolic process","BP",1
"GO:0032963",0.568189930200425,0.838107860971882,2,3,"collagen metabolic process","BP",1
"GO:0002820",0.568256643607959,0.764326456537095,3,5,"negative regulation of adaptive immune response","BP",1
"GO:0042994",0.568555963349582,0.837888427287369,2,3,"cytoplasmic sequestering of transcription factor","BP",1
"GO:0032720",0.568796055915528,0.763910662420917,3,5,"negative regulation of tumor necrosis factor production","BP",1
"GO:1903556",0.568796055915528,0.763910662420917,3,5,"negative regulation of tumor necrosis factor superfamily cytokine production","BP",1
"GO:0051290",0.569079468858262,0.837574210511193,2,3,"protein heterotetramerization","BP",1
"GO:0051291",0.569079468858262,0.837574210511193,2,3,"protein heterooligomerization","BP",1
"GO:1902414",0.569297741298086,0.763523510909382,3,5,"protein localization to cell junction","BP",1
"GO:0002696",0.569303680026938,0.5884199448183,14,26,"positive regulation of leukocyte activation","BP",1
"GO:0050867",0.569303680026938,0.5884199448183,14,26,"positive regulation of cell activation","BP",1
"GO:0002227",0.569447322201435,0.837353151001108,2,3,"innate immune response in mucosa","BP",1
"GO:0007266",0.569557244990631,0.718855699757714,4,7,"Rho protein signal transduction","BP",1
"GO:0001558",0.569756831420893,0.594123215338118,13,24,"regulation of cell growth","BP",1
"GO:0009159",0.569929343208976,0.837063147999287,2,3,"deoxyribonucleoside monophosphate catabolic process","BP",1
"GO:0021510",0.570043431152972,0.687991197607165,5,9,"spinal cord development","BP",1
"GO:0043618",0.570358018853533,0.83680491996312,2,3,"regulation of transcription from RNA polymerase II promoter in response to stress","BP",1
"GO:0042063",0.570473626415608,0.587262737976977,14,26,"gliogenesis","BP",1
"GO:0007156",0.570951847417646,0.717667567447658,4,7,"homophilic cell adhesion via plasma membrane adhesion molecules","BP",1
"GO:0016445",0.57095927993613,0.762238274657791,3,5,"somatic diversification of immunoglobulins","BP",1
"GO:0010977",0.571122354200328,0.717522091570729,4,7,"negative regulation of neuron projection development","BP",1
"GO:0071357",0.571422666555189,0.761879004694708,3,5,"cellular response to type I interferon","BP",1
"GO:0032633",0.571579686290166,0.761757182837779,3,5,"interleukin-4 production","BP",1
"GO:0032673",0.571579686290166,0.761757182837779,3,5,"regulation of interleukin-4 production","BP",1
"GO:0032755",0.571631539760155,0.761716943794618,3,5,"positive regulation of interleukin-6 production","BP",1
"GO:0010633",0.571712582318184,0.761654044488092,3,5,"negative regulation of epithelial cell migration","BP",1
"GO:1901264",0.57179308472093,0.761591553410122,3,5,"carbohydrate derivative transport","BP",1
